Municipio;Qtde;Principal
4104204;192500;Soja
4104303;880000;Cana-de-acucar
4104600;5796;Feijao
4104659;351000;Soja
4104907;1221;Feijao
4105102;61125;Soja
4105300;5818;Mandioca
4105607;8258;Trigo
4105904;3500000;Cana-de-acucar
4106506;3150;Feijao
4106571;7380;Café
4106605;443520;Milho
4106704;3200;Feijao
4106852;36720;Laranja
4107108;114708;Soja
4107207;2812;Feijao
4107256;103587;Milho
4107306;7200;Trigo
4107538;67340;Milho
4107546;2625;Feijao
4107553;114180;Laranja
4107736;15698;Mandioca
4107801;16650;Batata
4107900;1282023;Cana-de-acucar
4108007;106095;Milho
4108320;45050;Mandioca
4108551;365806;Laranja
4108650;36090;Milho
4108700;253110;Soja
4108809;73300;Soja
4109609;1936;Feijao
4109807;2800000;Cana-de-acucar
4110052;6050;Mandioca
4110300;1516;Feijao
4110508;12850;Feijao
4110607;34000;Batata
4110706;391400;Milho
4110904;1999965;Cana-de-acucar
4111209;56650;Mandioca
4111258;112000;Soja
4111555;630000;Cana-de-acucar
4111704;5250;Mandioca
4111803;9252;Café
4112306;27000;Mandioca
4112405;786900;Cana-de-acucar
4112702;18000;Café
4112801;1056518;Cana-de-acucar
4112900;12150;Café
4112959;5195;Café
4113007;2400000;Cana-de-acucar
4113304;79800;Soja
4113429;1240;Feijao
4113601;5850;Feijao
4113908;83088;Milho
4114005;4950;Feijao
4114104;26000;Mandioca
4114302;226800;Soja
4114351;48966;Laranja
4114401;4655;Feijao
4114708;5441;Feijao
4115101;7160;Café
4115309;320080;Milho
4115739;18000;Mandioca
4115853;21000;Batata
4116000;2900000;Cana-de-acucar
4116059;1070;Feijao
4116406;7200;Trigo
4116505;7980;Café
4116703;1271700;Cana-de-acucar
4116901;159240;Soja
4117255;30000;Mandioca
4117305;1800000;Cana-de-acucar
4117602;9200;Mandioca
4117800;4500000;Cana-de-acucar
4118303;329232;Soja
4118501;772788;Soja
4118600;114000;Soja
4118709;563580;Milho
4118907;50400;Milho
4119251;30000;Mandioca
4119509;5929068;Cana-de-acucar
4119657;1466400;Cana-de-acucar
4119707;935123;Cana-de-acucar
4119954;23454;Café
4120002;1292000;Cana-de-acucar
4120200;8000;Mandioca
4120358;116931;Soja
4120507;84600;Milho
4120655;5060;Mandioca
4120705;4104;Feijao
4120853;4900;Feijao
4121000;132200;Soja
4121109;1725;Feijao
4121208;774000;Soja
4121257;106200;Milho
4121307;113724;Milho
4121356;4400;Feijao
4121505;154871;Soja
4121752;7800;Trigo
4121901;4700;Feijao
4122107;16160;Batata
4122404;950000;Cana-de-acucar
4122503;5082;Mandioca
4122602;18330;Mandioca
4123105;10575;Mandioca
4123303;88500;Soja
4123402;29308;Laranja
4123709;39850;Batata
4123956;1500000;Cana-de-acucar
4124053;11256;Mandioca
4124202;326160;Soja
4124301;97820;Soja
4124509;31086;Laranja
4124608;151680;Soja
4124707;15000;Mandioca
4124905;13200;Batata
4125100;1960000;Cana-de-acucar
4125209;112620;Soja
4125308;39560;Café
4125357;330480;Milho
4125456;19100;Mandioca
4125506;7392;Café
4125704;1406200;Cana-de-acucar
4125803;8500;Feijao
4126272;58983;Mandioca
4126355;3540;Feijao
4126603;10007;Café
4126702;6000;Mandioca
4127007;3408144;Cana-de-acucar
4127858;104938;Soja
4127957;174000;Milho
4128203;777660;Milho
4128401;50413;Laranja
4128534;4690;Mandioca
4128559;115841;Soja
4128625;1206;Feijao
4128633;13000;Mandioca
4128708;2190;Feijao
4128807;38500;Batata
4200200;21985;Trigo
4200804;3645;Feijao
4200903;650000;Cana-de-acucar
4201000;5800;Feijao
4201273;64643;Soja
4201307;15351;Café
4201406;43156;Milho
4201505;8000;Fumo
4201901;61250;Batata
4202057;97060;Milho
4202081;81200;Soja
4202099;3678;Feijao
4202107;70800;Milho
4202206;15700;Mandioca
4202305;1170550;Cana-de-acucar
4202503;57000;Milho
4202578;113950;Batata
4202602;37000;Milho
4202701;88230;Milho
4202800;2880;Feijao
4202859;39270;Milho
4203204;10421;Feijao
4203253;30475;Milho
4203303;5675;Feijao
4203600;1537;Feijao
4203808;22300;Mandioca
4203907;37510;Uva
4203956;1568781;Soja
4204194;15000;Batata
4204350;89976;Mandioca
4204459;19410;Café
4204608;1440000;Cana-de-acucar
4204707;735000;Cana-de-acucar
4205191;24800;Arroz
4205308;306900;Soja
4205357;5280;Mandioca
4205456;86000;Arroz
4205506;134400;Mandioca
4205803;59500;Uva
4206108;9450;Mandioca
4206504;1151000;Cana-de-acucar
4206603;244200;Soja
4206652;14200;Batata
4206751;56934;Milho
4206900;73853;Soja
4207106;1489380;Cana-de-acucar
4207205;23800;Arroz
4207304;377018;Milho
4207577;304200;Soja
4207650;1119;Feijao
4207684;1700000;Cana-de-acucar
4207908;21050;Batata
4208005;35820;Feijao
4208203;45640;Batata
4208302;5700;Mandioca
4208708;54000;Arroz
4208807;800000;Cana-de-acucar
4209003;68359;Soja
4209409;2000000;Cana-de-acucar
4209458;11130;Fumo
4209904;72000;Soja
4210001;3022800;Cana-de-acucar
4210100;970000;Cana-de-acucar
4210209;73440;Laranja
4210308;422400;Milho
4210506;440000;Soja
4210605;700000;Cana-de-acucar
4210803;2158900;Cana-de-acucar
4210852;143743;Soja
4211207;70200;Soja
4211306;2782800;Cana-de-acucar
4211454;10800;Mandioca
4211504;747500;Cana-de-acucar
4211603;1087500;Cana-de-acucar
4211751;83700;Laranja
4211850;6600;Fumo
4211876;986000;Cana-de-acucar
4212007;107880;Soja
4212056;123554;Soja
4212270;63750;Soja
4212304;1092007;Cana-de-acucar
4212403;137340;Soja
4212601;42000;Milho
4212650;1820;Feijao
4212809;66500;Soja
4212908;64998;Mandioca
4213203;16600;Mandioca
4213302;9200;Mandioca
4213351;850000;Cana-de-acucar
4213401;840000;Cana-de-acucar
4213807;690000;Cana-de-acucar
4214201;83847;Soja
4214409;30600;Laranja
4214607;95277;Laranja
4214805;187500;Laranja
4215059;2346;Feijao
4215075;2487;Feijao
4215109;1880000;Cana-de-acucar
4215505;10000;Trigo
4215554;79200;Soja
4215604;4013;Fumo
4215679;261975;Laranja
4215687;5440;Mandioca
4215695;1199;Feijao
4215802;7416;Feijao
4215901;37726;Laranja
4216008;72810;Milho
4216107;79350;Soja
4216255;72295;Soja
4216354;1685;Feijao
4216404;78140;Milho
4217105;8500;Feijao
4217154;62400;Soja
4217204;1335600;Soja
4217501;7049;Feijao
4217600;32375;Milho
4217709;214560;Soja
4217808;25723;Trigo
4218004;2790000;Cana-de-acucar
4218103;877500;Cana-de-acucar
4218202;1610000;Cana-de-acucar
4218350;1773300;Cana-de-acucar
4218509;54000;Batata
4218707;44000;Arroz
4218806;78390;Arroz
4219002;15600;Mandioca
4219101;49500;Milho
4219150;5000;Mandioca
4219309;169500;Milho
4219408;10560;Trigo
4219853;13600;Batata
4220000;123600;Milho
4300034;1665000;Cana-de-acucar
4300109;621350;Cana-de-acucar
4300208;45342;Milho
4300406;3400000;Cana-de-acucar
4300554;52800;Milho
4300661;15707;Trigo
4300802;60720;Soja
4300851;873468;Cana-de-acucar
4300877;296400;Soja
4300901;15800;Batata
4301057;1509200;Cana-de-acucar
4301073;1280000;Cana-de-acucar
4301305;1270994;Cana-de-acucar
4301404;61200;Milho
4301602;1508833;Cana-de-acucar
4301701;5550;Feijao
4301800;1900;Feijao
4301859;320400;Soja
4301875;204795;Arroz
4301909;92750;Arroz
4301925;27920;Café
4301958;96600;Soja
4302006;552900;Milho
4302220;161325;Milho
4302303;832594;Cana-de-acucar
4302378;1150000;Cana-de-acucar
4302659;187000;Soja
4302709;1626200;Cana-de-acucar
4302808;1439999;Cana-de-acucar
4302907;97652;Arroz
4303004;221144;Arroz
4303202;422400;Soja
4303400;85500;Soja
4303509;235116;Arroz
4303608;74700;Milho
4303707;8424;Café
4304002;82974;Milho
4304101;38268;Milho
4304200;67860;Arroz
4304309;1517120;Cana-de-acucar
4304358;136500;Soja
4304408;111040;Soja
4304622;25400;Uva
4304630;52640;Milho
4304655;4500;Feijao
4304663;58449;Arroz
4304671;3368860;Cana-de-acucar
4304689;203400;Soja
4304713;1693440;Cana-de-acucar
4304853;4000;Fumo
4305009;14040;Café
4305306;65000;Laranja
4305355;37200;Arroz
4305371;12090;Fumo
4305405;2520000;Cana-de-acucar
4305439;243948;Soja
4305603;39270;Milho
4305835;55710;Mandioca
4306007;72130;Soja
4306056;33117;Arroz
4306205;1020000;Cana-de-acucar
4306320;5060;Mandioca
4306353;900000;Cana-de-acucar
4306379;2163000;Cana-de-acucar
4306452;105080;Soja
4306601;372562;Arroz
4306700;786480;Soja
4306734;37200;Milho
4306767;1260000;Cana-de-acucar
4306957;7500;Café
4307054;17008;Mandioca
4307906;1476;Feijao
4308003;1620000;Cana-de-acucar
4308409;70374;Arroz
4308656;119700;Soja
4308706;5460;Fumo
4308854;1622;Feijao
4309050;8400;Feijao
4309258;10200;Mandioca
4309308;29289;Arroz
4309407;14000;Trigo
4309654;752000;Cana-de-acucar
4309704;20250;Café
4309753;70200;Soja
4309951;97200;Soja
4310306;33850;Batata
4310405;254520;Soja
4310462;28840;Laranja
4310504;75153;Laranja
4310603;612150;Arroz
4310652;182500;Laranja
4310900;8800;Trigo
4311007;165794;Arroz
4311106;4088500;Cana-de-acucar
4311130;14595;Feijao
4311239;73640;Milho
4311270;118400;Soja
4311403;164858;Soja
4311429;3713;Fumo
4311502;27000;Arroz
4311643;126630;Soja
4311718;397800;Soja
4311734;40500;Batata
4311759;684250;Cana-de-acucar
4311908;66240;Soja
4311981;1770;Feijao
4312104;1224000;Cana-de-acucar
4312138;3872;Feijao
4312153;10800;Trigo
4312179;109380;Milho
4312252;54400;Laranja
4312302;1520;Feijao
4312351;7115;Feijao
4312377;69204;Milho
4312385;5250;Feijao
4312427;36000;Milho
4312500;244484;Arroz
4312617;14000;Café
4312906;15650;Mandioca
4312955;132322;Mandioca
4313060;35331;Trigo
4313086;62900;Soja
4313102;12150;Trigo
4313201;29000;Trigo
4313300;3600;Feijao
4313334;93600;Soja
4313359;5000;Mandioca
4313375;1050000;Cana-de-acucar
4313391;840000;Cana-de-acucar
4313409;392580;Milho
4313490;135036;Milho
4313508;26000;Arroz
4313656;2000000;Cana-de-acucar
4313706;1235000;Cana-de-acucar
4313904;69090;Soja
4313953;916640;Cana-de-acucar
4314001;13433;Fumo
4314027;30120;Arroz
4314035;313035;Milho
4314068;6800000;Cana-de-acucar
4314076;2167;Feijao
4314100;635000;Cana-de-acucar
4314134;15514;Feijao
4314159;885000;Cana-de-acucar
4314175;2975000;Cana-de-acucar
4314209;732000;Cana-de-acucar
4314407;70507;Arroz
4314498;296194;Soja
4314506;1680;Feijao
4314548;6150;Feijao
4314555;12630;Mandioca
4314704;6990;Feijao
4314753;21000;Mandioca
4314803;42315;Mandioca
4315073;9000;Trigo
4315131;1300000;Cana-de-acucar
4315156;4442;Feijao
4315305;98971;Arroz
4315313;29250;Batata
4315404;67650;Soja
4315503;125356;Arroz
4315602;149705;Arroz
4315701;864000;Cana-de-acucar
4315750;28764;Laranja
4315800;75300;Milho
4315958;26033;Mandioca
4316105;288000;Laranja
4316402;1003590;Cana-de-acucar
4316428;115200;Soja
4316501;85994;Soja
4316709;10617;Mandioca
4316758;29930;Milho
4316907;57225;Arroz
4316956;59700;Milho
4316972;976225;Cana-de-acucar
4317004;2572100;Cana-de-acucar
4317103;67089;Arroz
4317251;84000;Soja
4317301;587687;Arroz
4317400;8327;Feijao
4317608;167706;Soja
4317707;23712;Arroz
4317806;93100;Soja
4317905;628520;Cana-de-acucar
4318002;377811;Arroz
4318101;27013;Arroz
4318309;1095000;Cana-de-acucar
4318408;464688;Milho
4318432;1120;Feijao
4318465;133740;Soja
4318507;680000;Cana-de-acucar
4318614;8460;Café
4318622;28828;Uva
4318705;59400;Milho
4318804;73811;Arroz
4318903;14150;Mandioca
4319158;7064;Café
4319208;45090;Milho
4319406;28560;Arroz
4319505;172800;Soja
4319604;126764;Arroz
4319711;28880;Café
4319752;105000;Mandioca
4319802;528000;Soja
4320263;68390;Milho
4320354;113070;Soja
4320404;664826;Cana-de-acucar
4320552;2224195;Cana-de-acucar
4320651;5060;Mandioca
4320677;103350;Soja
4320701;27560;Uva
4321105;100695;Arroz
4321329;85000;Soja
4321352;74496;Soja
4321451;11520;Feijao
4321477;32399;Milho
4321501;3187000;Cana-de-acucar
4321600;35100;Milho
4322004;65700;Arroz
4322301;125400;Milho
4322327;83948;Mandioca
4322400;755486;Arroz
4322509;169200;Soja
4322525;60300;Batata
4322541;4800;Mandioca
4322806;12758;Café
4322905;28170;Café
4323002;147225;Arroz
4323101;95700;Soja
4323358;8400;Café
4323408;112200;Milho
4323457;1264000;Cana-de-acucar
4323705;79945;Soja
4323754;12416;Café
4323804;3420;Feijao
5000252;9096;Café
5001243;711999;Cana-de-acucar
5001508;129240;Soja
5001904;6516;Café
5002605;15125;Trigo
5002704;1200000;Cana-de-acucar
5002951;1360000;Cana-de-acucar
5003108;120000;Batata
5003256;94251;Algodao
5003504;1008000;Cana-de-acucar
5003702;54095;Milho
5003751;1488;Feijao
5003801;1653280;Soja
5004700;445200;Soja
5004908;18875;Mandioca
5005202;68000;Mandioca
5005608;1840000;Cana-de-acucar
5005806;6250;Mandioca
5006002;91720;Milho
5006275;64350;Laranja
5006358;68400;Milho
5006903;27400;Batata
5007208;38250;Batata
5007307;92603;Soja
5007703;42806;Café
5007901;2187968;Cana-de-acucar
5007976;74800;Laranja
5100250;1956431;Cana-de-acucar
5100300;674940;Cana-de-acucar
5100409;65013;Soja
5100508;5000;Mandioca
5101407;73080;Soja
5101704;13950;Feijao
5101803;1345500;Milho
5101902;702500;Cana-de-acucar
5102504;96000;Soja
5102637;302519;Algodao
5102678;360750;Algodao
5102686;178836;Algodao
5102694;66000;Soja
5102793;831600;Cana-de-acucar
5103007;5100;Mandioca
5103056;752000;Cana-de-acucar
5103106;50400;Batata
5103205;136530;Laranja
5103254;2029200;Cana-de-acucar
5103353;2107210;Cana-de-acucar
5103379;3797201;Cana-de-acucar
5103437;81975;Soja
5103502;227588;Algodao
5103601;183184;Soja
5103700;2660500;Cana-de-acucar
5103858;3260000;Cana-de-acucar
5103908;900000;Cana-de-acucar
5103957;1620;Feijao
5104104;65445;Mandioca
5104203;102600;Soja
5104500;16650;Mandioca
5104526;1946700;Cana-de-acucar
5104542;32000;Milho
5104559;1346400;Cana-de-acucar
5104807;96000;Milho
5104906;3255;Feijao
5105101;760200;Cana-de-acucar
5105259;935000;Cana-de-acucar
5105309;48653;Milho
5105507;65520;Soja
5105580;1072000;Cana-de-acucar
5105606;3090;Feijao
5105622;10800;Mandioca
5105903;253260;Soja
5106109;780518;Cana-de-acucar
5106158;10350;Mandioca
5106190;1528001;Cana-de-acucar
5106208;385200;Soja
5106224;97976;Algodao
5106240;877198;Cana-de-acucar
5106257;1518750;Cana-de-acucar
5106273;632345;Cana-de-acucar
5106299;334800;Soja
5106307;39600;Arroz
5106372;63360;Algodao
5106505;7091;Trigo
5106851;80220;Milho
5107040;156600;Algodao
5107198;910000;Cana-de-acucar
5107206;653940;Cana-de-acucar
5107248;1900000;Cana-de-acucar
5107263;300300;Soja
5107297;977500;Cana-de-acucar
5107305;650000;Cana-de-acucar
5107602;845000;Cana-de-acucar
5107701;1275000;Cana-de-acucar
5107768;55763;Algodao
5107792;653600;Cana-de-acucar
5107859;1050;Feijao
5107875;756891;Algodao
5107925;3283000;Cana-de-acucar
5107941;34200;Arroz
5107958;804000;Cana-de-acucar
5108006;89306;Algodao
5108105;70000;Soja
5108352;854000;Cana-de-acucar
5108402;14000;Mandioca
5108600;1203;Feijao
5108808;1094780;Cana-de-acucar
5108857;1184000;Cana-de-acucar
5200050;2137860;Cana-de-acucar
5200100;768573;Cana-de-acucar
5200159;5760;Fumo
5200175;913826;Cana-de-acucar
5200258;22290;Mandioca
5200506;61200;Soja
5200605;1080000;Cana-de-acucar
5200803;672000;Cana-de-acucar
5200829;477910;Soja
5200852;27319;Laranja
5201108;227700;Soja
5201207;782000;Cana-de-acucar
5201405;475490;Soja
5201454;2625000;Cana-de-acucar
5201504;832000;Cana-de-acucar
5201603;675000;Cana-de-acucar
5202155;1091880;Soja
5202502;2824640;Cana-de-acucar
5202601;158373;Milho
5202809;960000;Cana-de-acucar
5203401;3040000;Cana-de-acucar
5203500;2446208;Cana-de-acucar
5203609;26050;Café
5203807;880000;Cana-de-acucar
5203906;680000;Cana-de-acucar
5203962;91377;Milho
5204003;731000;Cana-de-acucar
5204201;14000;Batata
5204409;39840;Milho
5204607;48000;Milho
5204656;996880;Cana-de-acucar
5204904;192420;Milho
5205000;126000;Soja
5205059;1361800;Cana-de-acucar
5205109;707000;Cana-de-acucar
5205208;107450;Uva
5205307;7920;Mandioca
5205901;11760;Trigo
5206305;1572525;Cana-de-acucar
5206404;847450;Cana-de-acucar
5206503;1422000;Cana-de-acucar
5206602;157904;Soja
5206800;83100;Soja
5206909;5443200;Cana-de-acucar
5207105;892500;Cana-de-acucar
5207535;3842000;Cana-de-acucar
5207808;2535000;Cana-de-acucar
5207907;63480;Arroz
5208152;1320000;Cana-de-acucar
5208509;3840;Feijao
5208707;817120;Cana-de-acucar
5208905;2625000;Cana-de-acucar
5209150;1368000;Cana-de-acucar
5209200;4791;Mandioca
5209291;733000;Cana-de-acucar
5209408;127096;Milho
5209606;66780;Laranja
5209952;99282;Soja
5210000;620500;Cana-de-acucar
5210109;2200500;Cana-de-acucar
5210307;1600000;Cana-de-acucar
5210802;506671;Soja
5211008;935610;Cana-de-acucar
5211206;1260000;Cana-de-acucar
5211305;2640000;Cana-de-acucar
5211404;720000;Cana-de-acucar
5211602;898560;Cana-de-acucar
5211800;129026;Milho
5212055;3525;Fumo
5212204;220500;Milho
5212253;113112;Soja
5212709;3612;Feijao
5212808;2208793;Cana-de-acucar
5213004;79200;Soja
5213087;18088;Mandioca
5213103;600566;Cana-de-acucar
5213400;640000;Cana-de-acucar
5213509;873000;Cana-de-acucar
5214002;148770;Soja
5214101;780000;Cana-de-acucar
5214408;33600;Mandioca
5214507;14708;Café
5214838;103840;Soja
5214861;1743000;Cana-de-acucar
5214903;9075;Mandioca
5215256;1717575;Cana-de-acucar
5215405;40864;Uva
5215504;1926;Feijao
5215652;1780000;Cana-de-acucar
5215702;10755;Feijao
5215801;230100;Soja
5215900;2931;Feijao
5216007;1690000;Cana-de-acucar
5216304;2032500;Cana-de-acucar
5216403;1750000;Cana-de-acucar
5217203;1310955;Cana-de-acucar
5217302;31800;Milho
5217401;722500;Cana-de-acucar
5217609;4008;Feijao
5217708;900000;Cana-de-acucar
5218003;87258;Soja
5218300;1056000;Cana-de-acucar
5218391;31200;Batata
5218508;80703;Soja
5218607;670000;Cana-de-acucar
5218789;2009600;Cana-de-acucar
5218904;9515;Mandioca
5219100;3040000;Cana-de-acucar
5219209;50000;Batata
5219258;63000;Soja
5219308;130238;Milho
5219357;122100;Milho
5219407;1118260;Cana-de-acucar
5219506;748000;Cana-de-acucar
5219605;131220;Milho
5219712;3798;Feijao
5219753;622544;Cana-de-acucar
5219803;1360000;Cana-de-acucar
5220009;2440;Fumo
5220058;368880;Soja
5220108;32200;Milho
5220157;1546380;Cana-de-acucar
5220280;347900;Soja
5220454;1570;Feijao
5220603;2310000;Cana-de-acucar
5220702;2240000;Cana-de-acucar
5221080;140598;Soja
5221304;872200;Cana-de-acucar
5221403;3102500;Cana-de-acucar
5221452;1270800;Milho
5221551;1169950;Cana-de-acucar
5221601;1078000;Cana-de-acucar
5221809;219119;Milho
5221858;722500;Cana-de-acucar
5222054;5000;Mandioca
